place_id,name,formatted_address,rating,user_ratings_total,types,geometry,formatted_phone_number,website,opening_hours,adr_address
ChIJY5j8x_-CuokR8IS69HSCBGA,New Horizons Regional Education,"520 Butler Farm Rd, Hampton, VA 23666, USA",5,3,"['point_of_interest', 'school', 'establishment']","{'lat': 37.0633157, 'lng': -76.4113541}",(757) 766-1100,http://www.nhrec.org/,,"<span class=""street-address"">520 Butler Farm Rd</span>, <span class=""locality"">Hampton</span>, <span class=""region"">VA</span> <span class=""postal-code"">23666-1500</span>, <span class=""country-name"">USA</span>"
ChIJ8dYsMgGEa4cRcgK_RbalHv0,Trumpet Behavioral Health - Corporate Office,"390 Union Blvd #300, Lakewood, CO 80228, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.722358, 'lng': -105.131509}",(303) 989-8169,http://www.tbh.com/,,"<span class=""street-address"">390 Union Blvd #300</span>, <span class=""locality"">Lakewood</span>, <span class=""region"">CO</span> <span class=""postal-code"">80228</span>, <span class=""country-name"">USA</span>"
ChIJfT8Sh-eBa4cRi1_ayuexjJk,"Patrick J. Rydell, DR","3636 S Independence St, Lakewood, CO 80235, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 39.6501995, 'lng': -105.1025988}",(303) 985-1133,http://www.rockymountainautismcenter.com/,,"<span class=""street-address"">3636 S Independence St</span>, <span class=""locality"">Lakewood</span>, <span class=""region"">CO</span> <span class=""postal-code"">80235-1205</span>, <span class=""country-name"">USA</span>"
ChIJlbMTLyCBa4cREj1V0VpE1a0,Autism Society of Colorado,"550 S Wadsworth Blvd #100, Lakewood, CO 80226, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 39.706459, 'lng': -105.080963}",(720) 214-0794,http://autismcolorado.org/,,"<span class=""street-address"">550 S Wadsworth Blvd #100</span>, <span class=""locality"">Lakewood</span>, <span class=""region"">CO</span> <span class=""postal-code"">80226-3116</span>, <span class=""country-name"">USA</span>"
ChIJ97QcECCllVQRLhPbKccsbO8,Children's Center,"13500 SE 7th St, Vancouver, WA 98683, USA",3.6,19,"['health', 'point_of_interest', 'establishment']","{'lat': 45.6168455, 'lng': -122.5333284}",(360) 699-2244,http://www.thechildrenscenter.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">13500 SE 7th St</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98683</span>, <span class=""country-name"">USA</span>"
ChIJIz4AtCOllVQRjNjlgIPAvVc,Center For Autism & Related Disorders,"120 NE 136th Ave #220, Vancouver, WA 98684, USA",3,4,"['health', 'point_of_interest', 'establishment']","{'lat': 45.6215543, 'lng': -122.5365081}",(360) 952-7060,http://centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">120 NE 136th Ave #220</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98684</span>, <span class=""country-name"">USA</span>"
ChIJJQ7M1vSulVQRDBwhUMpSb3g,Discovery Behavior Solutions,"9604, 8019 NE 13th Ave, Vancouver, WA 98665, United States",4.2,10,"['health', 'point_of_interest', 'establishment']","{'lat': 45.6806168, 'lng': -122.6586344}",(360) 984-3131,,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:30 PM', 'Tuesday: 8:00 AM – 6:30 PM', 'Wednesday: 8:00 AM – 6:30 PM', 'Thursday: 8:00 AM – 6:30 PM', 'Friday: 8:00 AM – 6:30 PM', 'Saturday: Closed', 'Sunday: Closed']}","9604, <span class=""street-address"">8019 NE 13th Ave</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98665</span>, <span class=""country-name"">USA</span>"
ChIJ74wFN3yulVQRdXKA8K7PW_Q,Autism Behavioral Consulting,"Suite C-116, 9901 NE 9th Ave, Vancouver, WA 98685, United States",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 45.69403459999999, 'lng': -122.6635543}",(360) 571-2432,http://www.autismabc.org,,"Suite C-116, <span class=""street-address"">9901 NE 9th Ave</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98685-4556</span>, <span class=""country-name"">USA</span>"
ChIJAQDAqhCllVQRGrm_3MaZ2sk,Basics NW,"11818 SE Mill Plain Blvd, Vancouver, WA 98684, USA",2,1,"['health', 'point_of_interest', 'establishment']","{'lat': 45.620944, 'lng': -122.5500476}",,http://basicsnw.com/,,"<span class=""street-address"">11818 SE Mill Plain Blvd</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98684</span>, <span class=""country-name"">USA</span>"
ChIJvQuXPbeolVQR40cKIQdqqiQ,"Paula S. Johnson, LICSW","415 W 11th St, Vancouver, WA 98660, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 45.6293313, 'lng': -122.6757436}",(360) 699-2244,http://www.thechildrenscenter.org/,,"<span class=""street-address"">415 W 11th St</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98660-3147</span>, <span class=""country-name"">USA</span>"
ChIJFb26xeq6lVQRYd6sQIHvIA4,"Carole A. Kaulitz, MED","3407 NE 169th Ave, Vancouver, WA 98682, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 45.647056, 'lng': -122.4984789}",(360) 904-6626,,,"<span class=""street-address"">3407 NE 169th Ave</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98682-8618</span>, <span class=""country-name"">USA</span>"
ChIJwWubbW6vlVQRuLfJ9Zeb5sQ,Vancouver Special Education,"2901 Falk Rd, Vancouver, WA 98661, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 45.6427535, 'lng': -122.6263599}",(360) 313-1250,http://vansd.org/special-services/,,"<span class=""street-address"">2901 Falk Rd</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98661-6392</span>, <span class=""country-name"">USA</span>"
ChIJJeo0iAWllVQR3-iGLe2VpZ8,Stephen's Place,"501 SE Ellsworth Rd, Vancouver, WA 98664, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 45.6172902, 'lng': -122.5606023}",(360) 984-3600,http://www.stephensplace.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">501 SE Ellsworth Rd</span>, <span class=""locality"">Vancouver</span>, <span class=""region"">WA</span> <span class=""postal-code"">98664</span>, <span class=""country-name"">USA</span>"
ChIJi4tYA_Pe3IARvB-Nr8yX2gg,Autism Spectrum Consultants,"2222 Martin #170, Irvine, CA 92612, USA",4.2,5,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6723262, 'lng': -117.8598838}",(949) 474-5577,http://autismconsultants.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2222 Martin #170</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92612</span>, <span class=""country-name"">USA</span>"
ChIJF8XN47Td3IARy0W7L-vkpdc,Drake Institute of Behavioral Medicine,"4330 Barranca Pkwy #130, Irvine, CA 92604, USA",4.8,9,"['health', 'point_of_interest', 'establishment']","{'lat': 33.680679, 'lng': -117.8038374}",(800) 700-4233,http://www.drakeinstitute.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 8:00 PM', 'Tuesday: 9:00 AM – 8:00 PM', 'Wednesday: 9:00 AM – 8:00 PM', 'Thursday: 9:00 AM – 8:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 9:00 AM – 3:00 PM', 'Sunday: Closed']}","<span class=""street-address"">4330 Barranca Pkwy #130</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92604</span>, <span class=""country-name"">USA</span>"
ChIJFQG_Q7re3IARMS1G8qB2Kic,Kids Institute For Development,"17861 Von Karman Ave, Irvine, CA 92614, USA",4.8,4,"['school', 'health', 'point_of_interest', 'establishment']","{'lat': 33.6864724, 'lng': -117.8459995}",(949) 222-2214,http://www.kida.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">17861 Von Karman Ave</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92614-6213</span>, <span class=""country-name"">USA</span>"
ChIJyWGVQTHc3IARwPJGFwmuejg,Irvine Stem Cell Treatment Center,"3500 Barranca Pkwy #315, Irvine, CA 92606, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6863828, 'lng': -117.8149252}",(949) 679-3889,,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">3500 Barranca Pkwy #315</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92606</span>, <span class=""country-name"">USA</span>"
ChIJV8gLTLve3IARBAKZMEAtot0,Cortica,"16800 Aston Suite 175, Irvine, CA 92606, USA",4,8,"['physiotherapist', 'doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.7000331, 'lng': -117.8431577}",(949) 748-8571,https://www.corticacare.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 8:00 AM – 6:30 PM', 'Tuesday: 8:00 AM – 6:30 PM', 'Wednesday: 8:00 AM – 6:30 PM', 'Thursday: 8:00 AM – 6:30 PM', 'Friday: 8:00 AM – 6:30 PM', 'Saturday: 10:00 AM – 3:00 PM', 'Sunday: Closed']}","<span class=""street-address"">16800 Aston Suite 175</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92606</span>, <span class=""country-name"">USA</span>"
ChIJe_evW2jo3IARmn-JqPoVsKE,Autism Behavior Services Inc,"23701 Birtcher Dr, Lake Forest, CA 92630, USA",3.7,3,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.633636, 'lng': -117.716304}",(855) 581-0100,http://www.autismbehaviorservices.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 7:00 PM', 'Sunday: Closed']}","<span class=""street-address"">23701 Birtcher Dr</span>, <span class=""locality"">Lake Forest</span>, <span class=""region"">CA</span> <span class=""postal-code"">92630-1772</span>, <span class=""country-name"">USA</span>"
ChIJjTd_BiLf3IARnrYiIxP1Mnc,Talk About Curing Autism (TACA),"2222 Martin, Irvine, CA 92612, USA",5,2,"['point_of_interest', 'establishment']","{'lat': 33.6722083, 'lng': -117.8598592}",(949) 640-4401,http://www.tacanow.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2222 Martin</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92612-1405</span>, <span class=""country-name"">USA</span>"
ChIJPx4L7_Le3IARKJ-SZqxxnTg,Abedi,"2091 Business Center Dr #150, Irvine, CA 92612, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.680415, 'lng': -117.8561876}",(949) 250-1101,http://abedinc.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">2091 Business Center Dr #150</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92612</span>, <span class=""country-name"">USA</span>"
ChIJpQNQ0c6zQYgRAP8nvitRS28,Center for Behavioral Sciences,"17802 Sky Park Cir #108, Irvine, CA 92614, USA",4.4,5,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6906194, 'lng': -117.8558035}",(949) 202-0257,https://centerforbehavioralsciencesinc.com/,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 8:00 PM', 'Tuesday: 9:00 AM – 8:00 PM', 'Wednesday: 9:00 AM – 8:00 PM', 'Thursday: 9:00 AM – 8:00 PM', 'Friday: 9:00 AM – 8:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: 9:00 AM – 5:00 PM']}","<span class=""street-address"">17802 Sky Park Cir #108</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92614</span>, <span class=""country-name"">USA</span>"
ChIJX5V6ZUPe3IAR2LOMoeJE8sI,Brain Treatment Center,"1601 Dove St, Newport Beach, CA 92660, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 33.66445, 'lng': -117.866828}",(949) 851-3086,https://www.braintreatmentcenter.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">1601 Dove St</span>, <span class=""locality"">Newport Beach</span>, <span class=""region"">CA</span> <span class=""postal-code"">92660</span>, <span class=""country-name"">USA</span>"
ChIJWTW5f_sv3YAR1QPy7TbG5bo,Trumpet Behavioral Health,"4001 Westerly Pl #110, Newport Beach, CA 92660, USA",4.5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6637791, 'lng': -117.8685613}",(949) 756-8799,http://www.tbh.com/locations/orange-county/,,"<span class=""street-address"">4001 Westerly Pl #110</span>, <span class=""locality"">Newport Beach</span>, <span class=""region"">CA</span> <span class=""postal-code"">92660-2302</span>, <span class=""country-name"">USA</span>"
ChIJLU0y6aXd3IARH-ulfSWAx8I,Mardan School,"1 Osborn, Irvine, CA 92604, USA",4,8,"['point_of_interest', 'school', 'establishment']","{'lat': 33.674834, 'lng': -117.7910049}",(949) 733-1500,http://www.mardanschool.org/,,"<span class=""street-address"">1 Osborn</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92604-4695</span>, <span class=""country-name"">USA</span>"
ChIJwSJ3enXlDogRqJhRPO9XnI0,Center for Autism & Related Disorders,"520 Redwood Dr, Aurora, IL 60506, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 41.7668488, 'lng': -88.3621927}",(630) 401-8311,http://centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">520 Redwood Dr</span>, <span class=""locality"">Aurora</span>, <span class=""region"">IL</span> <span class=""postal-code"">60506</span>, <span class=""country-name"">USA</span>"
ChIJwc5xPwn7DogRuVCF2OoGs3E,Northern Illinois Academy,"998 Corporate Blvd, Aurora, IL 60502, USA",3.7,9,"['doctor', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 41.8013649, 'lng': -88.28897789999999}",(847) 391-8000,http://northernilacademy.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">998 Corporate Blvd</span>, <span class=""locality"">Aurora</span>, <span class=""region"">IL</span> <span class=""postal-code"">60502</span>, <span class=""country-name"">USA</span>"
ChIJD8Pzseyd3IARZqGFWnjdHnI,Center For Autism & Related Disorders,"26900 Newport Rd suite 111, Menifee, CA 92586, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6859433, 'lng': -117.1903674}",(951) 309-9135,http://centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","<span class=""street-address"">26900 Newport Rd suite 111</span>, <span class=""locality"">Menifee</span>, <span class=""region"">CA</span> <span class=""postal-code"">92586</span>, <span class=""country-name"">USA</span>"
ChIJKdoSIyKTj4ARtbIKJ8w-gfA,Center For Autism & Related Disorders,"1149 A St, Hayward, CA 94541, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.67558229999999, 'lng': -122.0809381}",(510) 901-2050,http://centerforautism.com/,,"<span class=""street-address"">1149 A St</span>, <span class=""locality"">Hayward</span>, <span class=""region"">CA</span> <span class=""postal-code"">94541</span>, <span class=""country-name"">USA</span>"
