,place_id,name,formatted_address,rating,user_ratings_total,types,geometry
0,ChIJYzkechgNaYgRzcVW4KSXjmI,Kentucky Autism Training Center-University of Louisville,"1405 E Burnett Ave, Louisville, KY 40217, USA",2,3,"['point_of_interest', 'establishment']","{'lat': 38.217746, 'lng': -85.7339334}"
0,ChIJGc4ssocMaYgR3QFFcSRHJ80,Center For Autism & Related Disorders,"1169 Eastern Pkwy g1111, Louisville, KY 40217, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 38.2258653, 'lng': -85.72551659999999}"
0,ChIJg6-IMtpyaYgRzxJkIjdNzt0,FEAT of Louisville,"1100 E Market St, Louisville, KY 40206, USA",5,2,"['point_of_interest', 'establishment']","{'lat': 38.2521957, 'lng': -85.7314506}"
0,ChIJD5s3wjqgaYgRiX3fo5-0vHA,Kids Center for Pediatric Therapies (East Campus),"9816 Bluegrass Pkwy, Louisville, KY 40299, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 38.2216047, 'lng': -85.5731814}"
0,ChIJ23MbOsCl3IARddaLvNIFXuM,Autism Behavior Services Inc.,"14427 Meridian Pkwy #7E, Riverside, CA 92518, USA",0,0,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.9092448, 'lng': -117.288976}"
0,ChIJxwqrW6ux3IAR1LNvuuzB01Q,Center for Autism & Related Disorders,"802 Magnolia Ave #202, Corona, CA 92879, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.8595385, 'lng': -117.5523981}"
0,ChIJKzQusEWv3IARH9098I4bQmc,Center For Autism Related Disorders,"12125 Day St Suite E301, Moreno Valley, CA 92557, USA",5,1,"['school', 'point_of_interest', 'establishment']","{'lat': 33.9461899, 'lng': -117.280264}"
0,ChIJPTU3p1Sw3IAROOGaMtOS4eU,Wylie Center-Children Youth,"7177 Potomac Street, Riverside, CA 92504, USA",3,1,"['point_of_interest', 'establishment']","{'lat': 33.9438287, 'lng': -117.4030478}"
0,ChIJv3w9iZ3mwogRM47Rh4sqyYs,Autism Early Intervention Clinics,"8950 Dr M.L.K. Jr St N, St. Petersburg, FL 33702, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 27.8539403, 'lng': -82.6476734}"
0,ChIJZ7XgmS_jwogROS3kD61ePRY,Skyway Behavior Center,"1907 Tyrone Blvd N, St. Petersburg, FL 33710, USA",3,1,"['health', 'point_of_interest', 'establishment']","{'lat': 27.7901814, 'lng': -82.7247664}"
0,ChIJL0SSpeTjwogR6WAleelMVDU,ABA Academy,"4301 16th St N, St. Petersburg, FL 33703, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 27.8108025, 'lng': -82.6541819}"
0,ChIJ9VRhdI_hwogRQFAWxaWUNtE,Johns Hopkins All Children's Child Development and Rehabilitation Center,"880 6th St S # 170, St. Petersburg, FL 33701, USA",4.4,11,"['hospital', 'point_of_interest', 'establishment']","{'lat': 27.7614817, 'lng': -82.64115029999999}"
0,ChIJQ0Ww9ExA6oARRnBj9Oi2JbI,"Center for Autism & Related Disorders, LLC","Bakersfield, CA 93313, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 35.3141932, 'lng': -119.0765752}"
0,ChIJL7OyueRB6oAR0_75Y0K2mQo,Center for Autism & Related Disorders,"1662, 5300 Lennox Ave #100, Bakersfield, CA 93309, United States",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 35.3592386, 'lng': -119.0625867}"
0,ChIJDYaXqJlB6oARZy3E-25UtXA,Valley Achievement Center,"1721 Westwind Dr, Bakersfield, CA 93301, USA",1,1,"['school', 'point_of_interest', 'establishment']","{'lat': 35.3751899, 'lng': -119.0429512}"
0,ChIJoZbSh8FB6oAR-34bJYvyJR0,MAPSS,"2225 E St #100, Bakersfield, CA 93301, USA",4.3,3,"['health', 'point_of_interest', 'establishment']","{'lat': 35.3799312, 'lng': -119.0249918}"
0,ChIJIfOYxB1C6oARsZp9lumn9UQ,California Spectrum Services,"841 Mohawk St #120, Bakersfield, CA 93309, USA",3.2,18,"['health', 'point_of_interest', 'establishment']","{'lat': 35.3618983, 'lng': -119.0626238}"
0,ChIJLQMnl91p6oAR6RjFz1vqkfQ,Hearts Connection,"200 S Montclair St, Bakersfield, CA 93309, USA",5,6,"['point_of_interest', 'establishment']","{'lat': 35.3530654, 'lng': -119.0551293}"
0,ChIJN8N5pIxp6oAR-aoun6nQWxY,"Autism Society-Kern Autism Network, Inc.","2920 H Street, Building #107, Bakersfield, CA 93301, United States",5,1,"['point_of_interest', 'establishment']","{'lat': 35.386232, 'lng': -119.020887}"
0,ChIJ2YIeU95B6oARX2vm-Byhp7M,Valley Achievement Center,"1400 Stine Rd, Bakersfield, CA 93309, USA",4,25,"['point_of_interest', 'establishment']","{'lat': 35.3416928, 'lng': -119.0490638}"
0,ChIJC36V7owMkIARL9t0L4zaS00,Applied Behavior Consultants,"7109 Danny Dr, Stockton, CA 95210, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 38.01498400000001, 'lng': -121.300981}"
0,ChIJpeJh1-sbiYgR8xXKcWisKAQ,Children's of Alabama - Medical Autism Clinic,"1600 7th Avenue South, McWane Building, Clinic 7, Birmingham, AL 35233, United States",1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 33.5053047, 'lng': -86.8058688}"
0,ChIJ0Rc3_aoWiYgRuLqWSUk4ztg,Glenwood Inc,"150 Glenwood Ln, Birmingham, AL 35242, USA",3.5,6,"['health', 'point_of_interest', 'establishment']","{'lat': 33.4815505, 'lng': -86.6639892}"
0,ChIJoz5isMMbiYgR3HW1NU7sMds,Sparks Clinics,"930 20th St S, Birmingham, AL 35205, USA",5,7,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 33.5024, 'lng': -86.79782349999999}"
0,ChIJj3RjwGZTwokRjHU9OzfwQQ8,Autism Clinical Center,"183 S Orange Ave, Newark, NJ 07103, USA",0,0,"['university', 'doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 40.7392439, 'lng': -74.189914}"
0,ChIJOfgfw_VUwokRU6JNEPluQjs,Devereux Foundation,"387 Ridge St, Newark, NJ 07104, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 40.76636, 'lng': -74.17269019999999}"
0,ChIJR5r0Fcqxw4kR1tYR1YGuxHI,Children's Specialized Hospital,"150 New Providence Rd, Mountainside, NJ 07092, USA",3.9,15,"['hospital', 'point_of_interest', 'establishment']","{'lat': 40.669838, 'lng': -74.3540659}"
0,ChIJg2kiIctOwokRB6uCf1dPCHQ,A Friendly Face,"460 Midland Ave, Staten Island, NY 10306, USA",5,5,"['health', 'point_of_interest', 'establishment']","{'lat': 40.5743356, 'lng': -74.09729829999999}"
0,ChIJk1kMabutw4kRz1TYdaJAhmo,The Deron School of New Jersey,"1140 Commerce Ave, Union, NJ 07083, USA",4.5,8,"['point_of_interest', 'school', 'establishment']","{'lat': 40.7036647, 'lng': -74.2782632}"
0,ChIJnWVWISpTwokRcHq24qFrweg,Neuro Cognitive Institute,"156 Lyons Ave, Newark, NJ 07112, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 40.7097992, 'lng': -74.2125215}"
0,ChIJE2XY9fX5wokRXOVuUI3s-KU,Friendship House,"125 Atlantic St, Hackensack, NJ 07601, USA",2.2,5,"['health', 'point_of_interest', 'establishment']","{'lat': 40.8824563, 'lng': -74.04884559999999}"
0,ChIJyXiB2plUwokRfPefuyVduCQ,Easter Seals New Jersey Inc,"136 N 7th St, Newark, NJ 07107, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 40.75426, 'lng': -74.190772}"
0,ChIJT3dXKYSww4kRCYytrBRvWdw,Ross Therapy Group,"211 Park Ave, Scotch Plains, NJ 07076, USA",5,3,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 40.653944, 'lng': -74.40234}"
0,ChIJqR1UwGZTwokR28BJCLRFp2E,Rutgers New Jersey Medical School,"185 S Orange Ave, Newark, NJ 07103, USA",4.1,19,"['university', 'health', 'point_of_interest', 'establishment']","{'lat': 40.7400842, 'lng': -74.1897041}"
0,ChIJyQeom8v8wokRI06_vr7ftIc,Above And Beyond Learning Group Llc,"230 Braen Ave Suite D, Wyckoff, NJ 07481, USA",3,2,"['school', 'point_of_interest', 'establishment']","{'lat': 40.9729105, 'lng': -74.1511039}"
0,ChIJ2fw1Ai3Iw4kRznSlRYDmL0A,Neubrander James MD,"485 U.S. 1 S, Iselin, NJ 08830, United States",5,1,"['doctor', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 40.5554239, 'lng': -74.3143906}"
0,ChIJD97dJUiXuokR0K94hlCP3Lk,Compass Youth & Family Services,"7460 Central Business Park Dr, Norfolk, VA 23513, USA",4.3,8,"['health', 'point_of_interest', 'establishment']","{'lat': 36.9116614, 'lng': -76.248082}"
0,ChIJEfsJ8bC8uokRC4gLQQjsbkU,Center for Autism & Related Disorders,"648 Independence Pkwy #300, Chesapeake, VA 23320, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 36.7666077, 'lng': -76.2614239}"
0,ChIJb6fyjHGWuokR_puGEioy4jU,Autism Society of America,"5825 Arrowhead Dr #102, Virginia Beach, VA 23462, USA",3.7,3,"['point_of_interest', 'establishment']","{'lat': 36.839782, 'lng': -76.18993549999999}"
0,ChIJWxbHoVukJoYR53aV6UjrxlM,Center For Autism & Related Disorders,"7932 Summa Ave #2, Baton Rouge, LA 70809, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 30.4007883, 'lng': -91.1039294}"
0,ChIJYfvf-1G7JoYRTlESza4ul9E,Center for Autism & Related Disorders,"11606 Southfork Ave #300, Baton Rouge, LA 70816, USA",2,3,"['health', 'point_of_interest', 'establishment']","{'lat': 30.42046209999999, 'lng': -91.0535239}"
0,ChIJuWSKdB-hJoYRsvh_4TQLSeU,Center for Autism & Related Disorders,"758 Royal St, Baton Rouge, LA 70802, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 30.4409985, 'lng': -91.1846576}"
0,ChIJMRPlzC-nJoYRK5VNoWCQqNg,The Emerge Center,"7784 Innovation Park Dr, Baton Rouge, LA 70820, USA",4.4,19,"['doctor', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.3614866, 'lng': -91.14213769999999}"
0,ChIJdWI5YO2-JoYRp_cwRs-OUDI,Center for Autism & Related Disorders,"230 Veterans Blvd, Denham Springs, LA 70726, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 30.466731, 'lng': -90.9616585}"
0,ChIJeSfxYDu72YgRLt7uggUK1j8,South Fl Autism Charter School,"2501 W 74th St, Hialeah, FL 33016, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 25.8897179, 'lng': -80.3339635}"
0,ChIJUXpuNNG62YgR7o-OZuRfU2U,KIDWORKS THERAPY,"1550 W 84th St #58, Hialeah, FL 33014, USA",4,38,"['health', 'point_of_interest', 'establishment']","{'lat': 25.8982069, 'lng': -80.3155022}"
0,ChIJvSINb6C82YgR3-7urqMLwKI,Angels Reach Academy,"12051 W Okeechobee Rd, Hialeah Gardens, FL 33018, USA",4.8,5,"['school', 'point_of_interest', 'establishment']","{'lat': 25.88348, 'lng': -80.3604699}"
0,ChIJzwZTy9Wk2YgRAgE0Ofeq6e0,Autism Soccer,"15165 NW 77th Ave, Hialeah, FL 33014, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 25.9111356, 'lng': -80.324086}"
0,ChIJkfz3Rfa62YgRZT1D4MmXWEA,Florida National University - Training Center,"4206 W 12th Ave, Hialeah, FL 33012, USA",5,1,"['university', 'point_of_interest', 'establishment']","{'lat': 25.8599218, 'lng': -80.3079594}"
0,ChIJTdOmeqaw2YgRgU2PFnNHMWg,Easter Seals,"489 Hialeah Dr # 7, Hialeah, FL 33010, USA",4.8,5,"['point_of_interest', 'establishment']","{'lat': 25.8236716, 'lng': -80.2718293}"
0,ChIJVdsNFcqXlocRXjF6K3NCbD8,FEAT of Nebraska,"7545 Stevens Ridge Rd, Lincoln, NE 68516, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 40.7502, 'lng': -96.61692289999999}"
0,ChIJt0fk7DS-locRgSCAOqrDrso,Behaven Kids - Lincoln,"1145 High St, Lincoln, NE 68502, USA",3.4,5,"['health', 'point_of_interest', 'establishment']","{'lat': 40.7806484, 'lng': -96.7047109}"
0,ChIJMbhZZY67locRuNGaNHBdhbg,Autism Connections of Nebraska,"6127 Havelock Ave, Lincoln, NE 68507, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 40.8569028, 'lng': -96.6363739}"
0,ChIJlWfurqe9locRBS7j5pl6LYM,"Communication Works, LLC","1540 S 70th St #101, Lincoln, NE 68506, USA",5,3,"['health', 'point_of_interest', 'establishment']","{'lat': 40.7970207, 'lng': -96.62324489999999}"
0,ChIJ_____2YZU4gRrbfxtV1n8dw,Autism Society of North Carolina - Greensboro,"9 Oak Branch Dr, Greensboro, NC 27407, USA",4.8,6,"['point_of_interest', 'establishment']","{'lat': 36.0581394, 'lng': -79.86212429999999}"
0,ChIJHXsFfSYZU4gROdD4FmYyz_0,Greensboro Teacch Center,"925 Revolution Mill Dr #7, Greensboro, NC 27405, USA",3.3,3,"['point_of_interest', 'school', 'establishment']","{'lat': 36.0996388, 'lng': -79.7793202}"
0,ChIJHdlw1mgiTIYR6XpiiqgOodU,Upside Therapy and Evaluation Center,"1212 Coit Rd Suite 105, Plano, TX 75075, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.0167234, 'lng': -96.7658185}"
0,ChIJG-4l5jZL0YkRl66Cr2WxYdw,Levine Autism Clinic - Developmental and Behavioral Pediatrics,"200 E River Rd, Rochester, NY 14623, USA",1,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.1119649, 'lng': -77.6266322}"
0,ChIJi3d3UqC11okRQ6tB4EYm1LY,Hyperbaric Oxygen Therapy of Western New York,"16 Goodman St N, Rochester, NY 14607, USA",5,5,"['health', 'point_of_interest', 'establishment']","{'lat': 43.1546082, 'lng': -77.5871079}"
0,ChIJ25GfBIO11okRTHsXIiIceRI,Family Autism Center Inc.,"1150 University Ave, Rochester, NY 14607, USA",5,2,"['school', 'point_of_interest', 'establishment']","{'lat': 43.1533677, 'lng': -77.57116309999999}"
0,ChIJbyYXJeVnK4cRcsWoSWzfL_c,Trumpet Behavioral Health,"21505 N 78th Ave #125, Peoria, AZ 85382, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 33.679349, 'lng': -112.225605}"
0,ChIJt1e3AiNoK4cRpZToxus386Y,Life Development Institute,"18001 N. 79th Ave Ste B42, Glendale, AZ 85308, United States",4.8,14,"['point_of_interest', 'school', 'establishment']","{'lat': 33.6466198, 'lng': -112.2292083}"
0,ChIJH5HR2e3XMIgRuqD3a2g6LsQ,Hopebridge Autism Therapy Center,"490 White Pond Dr, Akron, OH 44320, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.1028429, 'lng': -81.5868462}"
0,ChIJASH-NRjWMIgRXRhd5fUIHqI,Autism Society of Greater Akron,"703 S Main St, Akron, OH 44311, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 41.0671758, 'lng': -81.5253718}"
0,ChIJp5e9oQHXMIgRcyVCPn6YDB4,Julie Billiart Schools,"380 Mineola Ave, Akron, OH 44320, USA",5,4,"['point_of_interest', 'school', 'establishment']","{'lat': 41.0944636, 'lng': -81.5636413}"
0,ChIJ3Wv9ByweTIYR31ZStUWF_h0,Autistic Treatment Center,"10610 Metric Dr # 101, Dallas, TX 75243, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.904515, 'lng': -96.70223899999999}"
0,ChIJNTqXRCweTIYRxPLSbZ3JUk0,Autism Treatment Center,"10503 Metric Dr, Dallas, TX 75243, USA",4.6,17,"['point_of_interest', 'establishment']","{'lat': 32.906833, 'lng': -96.703147}"
0,ChIJyddam06nToYRTau5VPoUNUQ,Autism Treatment Center,"2534 Livenshire Dr, Garland, TX 75041, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 32.886996, 'lng': -96.65790799999999}"
0,ChIJsaLfJaqvB4gRIQW9NLEN1TM,"FamilyPath Autism Services, LLC","575 D'onofrio Dr #101, Madison, WI 53719, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.055586, 'lng': -89.51643}"
0,ChIJC7y2CGKtB4gRBasDldKmLMk,KGH Autism Services,"3113 W Beltline Hwy suite 300, Madison, WI 53713, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 43.034553, 'lng': -89.43052999999999}"
0,ChIJJ25bCmGuB4gRfsD4b_sIffM,Wisconsin Early Autism Project,"1210 Fourier Dr #100, Madison, WI 53717, USA",3.4,10,"['health', 'point_of_interest', 'establishment']","{'lat': 43.082163, 'lng': -89.52620399999999}"
0,ChIJn0ARYUGwB4gRroLvINBHdMY,Achieving Collaborative Treatment,"200 Enterprise Dr, Verona, WI 53593, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 42.994426, 'lng': -89.5275489}"
0,ChIJW3-i3ez3BogRqQ9xvnxf0pg,Caravel Autism Health,"2418 Crossroads Dr #1600, Madison, WI 53718, USA",3.5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.1316313, 'lng': -89.2909608}"
0,ChIJLY2Hn0KuB4gRYHQ27uZtkjo,IDS Integrated Development Services | Madison Office,"559 Zor Shrine Pl, Madison, WI 53719, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0558064, 'lng': -89.5130142}"
0,ChIJSYti_TuvB4gRSvbLlA92FRA,Friendship Tree Licensed Autism Treatment Center,"1210 Fourier Dr, Madison, WI 53717, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0821318, 'lng': -89.52616619999999}"
0,ChIJR2H8N4OyB4gRlP3zV3O3b6s,Autism Society of South Central Wisconsin,"437 S Yellowstone Dr, Madison, WI 53719, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 43.0581285, 'lng': -89.4913555}"
0,ChIJGwJGGYtTBogRj2mFf-AxC5Q,Autism Behavioral Therapies,"2810 Center Ave, Madison, WI 53704, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.092517, 'lng': -89.343092}"
0,ChIJ8aeG_AyyB4gR8cBUSs9CB_c,Caravel Autism Health,"342 Junction Rd, Madison, WI 53717, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0674204, 'lng': -89.52462609999999}"
0,ChIJE5vmCGvjFYgRDU2PLu7wlNs,Child's Play Autism Centers - Glenbrook,"4118 N Clinton St, Fort Wayne, IN 46805, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 41.1152958, 'lng': -85.1298193}"
0,ChIJoXj3yEYIFogRU3tyelEzTGQ,Fort Wayne Autism Center,"12912 Coldwater Rd, Fort Wayne, IN 46845, USA",0,0,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 41.2019269, 'lng': -85.1329062}"
0,ChIJR9NDs_oHFogRuKcx1Nfhj1U,Fort Wayne Autism Center,"3948 New Vision Dr D, Fort Wayne, IN 46845, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.1867101, 'lng': -85.0969715}"
0,ChIJrU-pOWfdFYgRZ5hym9sJxVU,Children's Autism Center,"10313 Aboite Center Rd, Fort Wayne, IN 46804, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 41.043889, 'lng': -85.278201}"
0,ChIJKb7SM-XnFYgRqjcgpkZy7mM,Fort Wayne Autism Center,"5750 Falls Dr #102, Fort Wayne, IN 46804, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.0311828, 'lng': -85.26161139999999}"
0,ChIJIWjoV-UHFogRb5Wf9G4kNG4,Hopebridge Autism Therapy Center,"4422 E State Blvd, Fort Wayne, IN 46815, USA",3.6,9,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 41.0971699, 'lng': -85.0831405}"
0,ChIJ5VlwDFH7FYgRUPk8zvBK-Fs,Partners in Autism,"3030 Lake Ave #20, Fort Wayne, IN 46805, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.08944959999999, 'lng': -85.09938199999999}"
0,ChIJR-tzL87nFYgRDw7r7mgsT7M,Child's Play Autism Centers - Jefferson Park,"7230 Engle Rd #102, Fort Wayne, IN 46804, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.044985, 'lng': -85.237209}"
0,ChIJwZ5aPq3kFYgRz_0Fdpt9SlQ,Indiana ABA Institute,"2270 Lake Ave Suite 101, Fort Wayne, IN 46805, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 41.08827, 'lng': -85.107607}"
0,ChIJQwVnXSEIFogRrfgN69t-tdY,Children's Autism Center,"10820 Coldwater Rd, Fort Wayne, IN 46845, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 41.1826671, 'lng': -85.1311093}"
0,ChIJf_dhjprAj4ARoQhI28zyxPQ,Center For Autism & Related Disorders,"39210 State St #100, Fremont, CA 94538, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.5495889, 'lng': -121.9824342}"
0,ChIJKw7Sa0fGj4ARJj_Cjk4tozA,Center For Autism & Related Disorders,"1133 Auburn St #200, Fremont, CA 94538, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.4813605, 'lng': -121.9318637}"
0,ChIJmQh_Q5rAj4ARY-994ucxBK8,"Discover Hope Behavioral Solutions, Inc.","39210 State St suite 220, Fremont, CA 94538, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.549617, 'lng': -121.982457}"
0,ChIJy48A5ZDAj4ARdxEfV-AyPZo,"Center For Speech, Language, Occupational and Behavior Therapy","39420 Liberty St # 150, Fremont, CA 94538, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.54935690000001, 'lng': -121.9779891}"
0,ChIJd8P6rIXKj4AR6ISxZ7JqH8M,Center for Autism & Related Disorders,"3170 De La Cruz Blvd Suite 107, Santa Clara, CA 95054, USA",3,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3805019, 'lng': -121.9412729}"
0,ChIJo2Kb1v10K4cRxan5PxTcbqU,Trumpet Behavioral Health,"8130 E Cactus Rd #510, Scottsdale, AZ 85260, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.59715, 'lng': -111.907139}"
0,ChIJrddNKTF0K4cRvdO_d4uGsGM,Center For Autism & Related Disorders,"15721 N Greenway Hayden Loop #103, Scottsdale, AZ 85260, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.628581, 'lng': -111.9131471}"
0,ChIJJ2LMPRkGK4cR-ixjFSHDbyQ,Play ABA,"1250 N 77th St, Scottsdale, AZ 85257, USA",5,1,"['school', 'point_of_interest', 'establishment']","{'lat': 33.4624032, 'lng': -111.9142029}"
0,ChIJFU9e5gtxK4cRZiI0gWwzKls,Center for Autism Research and Education,"4045 E Union Hills Dr #116, Phoenix, AZ 85050, USA",3.5,4,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6548767, 'lng': -111.9949249}"
0,ChIJJ1FL4Xp0K4cRE63ghgltzVs,Devereux Rtc,"6436 E Sweetwater Ave, Scottsdale, AZ 85254, USA",3.3,9,"['health', 'point_of_interest', 'establishment']","{'lat': 33.604519, 'lng': -111.942117}"
0,ChIJ1ePE3wxzK4cRkr-PJq_RfFM,Ally Pediatric Therapy,"10599 N Tatum Blvd e146, Paradise Valley, AZ 85253, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5817543, 'lng': -111.9773273}"
0,ChIJ20Uieb4OK4cRjQ_lWGhLrh0,Arizona Autism United (AZA United),"5025 E Washington St #212, Phoenix, AZ 85034, USA",3.7,15,"['point_of_interest', 'establishment']","{'lat': 33.446283, 'lng': -111.973395}"
0,ChIJFU9e5gtxK4cR6Pc_m0xoN1Q,Hyperbaric Oxygen Therapy Phoenix Arizona C.A.R.E.,"4045 E Union Hills Dr, Phoenix, AZ 85050, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6550406, 'lng': -111.9951611}"
0,ChIJ_07SS310K4cRtGE7F5-FH8A,Beyond Autism,"6508 E Cactus Rd, Scottsdale, AZ 85254, USA",3,2,"['school', 'point_of_interest', 'establishment']","{'lat': 33.597623, 'lng': -111.940661}"
0,ChIJ4bVzwAlxK4cRBByj_Vc5yV0,Pinnacle Autism Therapy,"20860 N Tatum Blvd #300, Phoenix, AZ 85050, USA",5,1,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.674306, 'lng': -111.978214}"
0,ChIJ__8PdqILK4cRf4GfI_Rpnk8,"Scottsdale Child Psychologist Dr. Lori Long—Autism, ADHD, Dyslexia, Anxiety Testing and Evaluation","7137 E Rancho Vista Dr, Scottsdale, AZ 85251, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5064856, 'lng': -111.9283551}"
0,ChIJs1-lWwN3K4cRh4xdQQ0gukA,Scottsdale Pediatric Behavioral Services,"22555 N Miller Rd #100, Scottsdale, AZ 85255, USA",4.1,7,"['health', 'point_of_interest', 'establishment']","{'lat': 33.6911741, 'lng': -111.9155198}"
0,ChIJ2xddQH92K4cREyjN6CrtSL4,Sierra Academy of Scottsdale,"17800 N Perimeter Dr, Scottsdale, AZ 85255, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 33.647858, 'lng': -111.899937}"
0,ChIJuUAx2950K4cRHgU57og3QDw,"Speak, LLC","8040 E Morgan Trail #22, Scottsdale, AZ 85258, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5767462, 'lng': -111.9082515}"
0,ChIJQzwbXe7Z4xQRuMeJ8py11eo,Lexis Preparatory School,"11130 E Cholla St H-100, Scottsdale, AZ 85259, USA",1,3,"['point_of_interest', 'school', 'establishment']","{'lat': 33.588761, 'lng': -111.8410804}"
0,ChIJ_-OhEUZ1K4cR0agCD4ggVOM,The Nicholls Group,"9965 N 95th St, Scottsdale, AZ 85258, USA",3.7,6,"['health', 'point_of_interest', 'establishment']","{'lat': 33.577451, 'lng': -111.875753}"
0,ChIJTxcilzMEK4cRI-2Lq43A2Y4,Center For Autism & Related Disorders,"1729 W Greentree Dr #103, Tempe, AZ 85284, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.3318464, 'lng': -111.9689281}"
0,ChIJMaAAK7orjIgR91BfULVlvy0,Center For Child & Adolescent Development,"2361 Fairlane Dr, Montgomery, AL 36116, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 32.33411299999999, 'lng': -86.2329409}"
0,ChIJq6qqqj-AjogRH8xWcvPzFJ8,Great Leaps Learning,"114 Medical Center Drive, Prattville, AL, USA, 114 Medical Center Dr, Prattville, AL 36066, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 32.4809944, 'lng': -86.4242909}"
0,ChIJ7_DGSzyAjogRfPkR1wYzCqU,easterseals central alabama,"2185 Normandie Dr, Montgomery, AL 36111, USA",4.5,27,"['point_of_interest', 'establishment']","{'lat': 32.329018, 'lng': -86.275323}"
0,ChIJjWi3e-0qjIgRih5LCDP7y8s,"Autism Spectrum Counseling Center, Incorporated","2901 McGehee Rd, Montgomery, AL 36111, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 32.3383944, 'lng': -86.26228909999999}"
