,place_id,formatted_phone_number,website,opening_hours,name,adr_address
0,ChIJT-4cVIrK2IcRJjFHyEOC-AE,(314) 932-1051,http://www.giantstepsstl.org/,,Giant Steps of St. Louis,"<span class=""street-address"">7281 Sarah Ave</span>, <span class=""locality"">Maplewood</span>, <span class=""region"">MO</span> <span class=""postal-code"">63143-2404</span>, <span class=""country-name"">USA</span>"
0,ChIJPQ5_r77J2IcRmu5HAn-AgZ8,(314) 635-5400,http://www.victoryspeechtherapy.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']}","Victory Speech Therapy & Autism Consulting, LLC","<span class=""street-address"">9700 MacKenzie Rd</span>, <span class=""locality"">Affton</span>, <span class=""region"">MO</span> <span class=""postal-code"">63123</span>, <span class=""country-name"">USA</span>"
0,ChIJ-_81ftG02IcRLnc_rDv3yIA,(314) 535-7911,http://www.bgtm.org/,,Boys & Girls Town of Missouri,"<span class=""street-address"">4485 Westminster Pl</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63108-1812</span>, <span class=""country-name"">USA</span>"
0,ChIJmZrS-ia12IcRcV5y-vRwb1o,(314) 286-1700,http://wuchild.wustl.edu/,,Washington University-Child and Adolescent Psychiatry Center,"<span class=""street-address"">4444 Forest Park Ave #2600</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63108</span>, <span class=""country-name"">USA</span>"
0,ChIJnZNMZQnM2IcR8wVW-TPUM-c,(800) 780-6545,http://judevine.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Judevine Center for Autism,"<span class=""street-address"">1810 Craig Rd #109</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63146</span>, <span class=""country-name"">USA</span>"
0,ChIJOdKtXSa12IcR5BKVB7B9y1c,(314) 286-1700,http://wuchild.wustl.edu/,,Washington University-Child and Adolescent Psychiatry Center,"<span class=""street-address"">4444 Forest Park Ave #2600</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63108</span>, <span class=""country-name"">USA</span>"
0,ChIJc4pvuRa12IcRmbRglRrZpEQ,(314) 534-0200,http://www.slbmi.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Saint Louis Behavioral Medicine Institute,"<span class=""street-address"">1129 Macklind Ave</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63110</span>, <span class=""country-name"">USA</span>"
0,ChIJwZhxhLTV2IcRaXYMOBNS5c0,(636) 527-3328,https://www.mo-feat.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",MO-FEAT (Missouri Families for Effective Autism Treatment),"<span class=""street-address"">15455 Manchester Rd #3685</span>, <span class=""locality"">Ballwin</span>, <span class=""region"">MO</span> <span class=""postal-code"">63022-3685</span>, <span class=""country-name"">USA</span>"
0,ChIJgzsoEKA034cRa3tLhYt8b-E,(314) 932-2402,http://thriveasd.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Thrive Autism Solutions,"<span class=""street-address"">9374 Olive Blvd</span>, <span class=""locality"">Olivette</span>, <span class=""region"">MO</span> <span class=""postal-code"">63132-3253</span>, <span class=""country-name"">USA</span>"
0,ChIJ0-WL9XXK2IcRE1PMIkfIx64,(314) 353-1870,https://www.mercy.net/practice/mercy-clinic-oncology-and-hematology-chippewa/?utm_source=gmb&utm_medium=organic_search&utm_term=east,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:30 PM', 'Tuesday: 8:00 AM – 4:30 PM', 'Wednesday: 8:00 AM – 4:30 PM', 'Thursday: 8:00 AM – 4:30 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Mercy Clinic Oncology and Hematology - Chippewa,"<span class=""street-address"">6435 Chippewa St</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63109-2104</span>, <span class=""country-name"">USA</span>"
0,ChIJ08RJU54034cR62G6GiTVYs0,(314) 989-1003,http://autismspeaks.org/,,Autism Speaks Inc,"<span class=""street-address"">9200 Olive Blvd Suite 202</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63132</span>, <span class=""country-name"">USA</span>"
0,ChIJ7xLD31Uy34cRPb9h33QFSCc,(314) 569-2211,http://www.slarc.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 4:30 PM', 'Tuesday: 9:00 AM – 4:30 PM', 'Wednesday: 9:00 AM – 4:30 PM', 'Thursday: 9:00 AM – 4:30 PM', 'Friday: 9:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",St Louis Arc,"<span class=""street-address"">1177 N Warson Rd</span>, <span class=""locality"">St. Louis</span>, <span class=""region"">MO</span> <span class=""postal-code"">63132</span>, <span class=""country-name"">USA</span>"
0,ChIJ2Yg6AG39uocR_5DqR_dxTPI,(316) 634-8700,https://www.heartspring.org/,,Heartspring School,"<span class=""street-address"">8700 East 29th St N</span>, <span class=""locality"">Wichita</span>, <span class=""region"">KS</span> <span class=""postal-code"">67226</span>, <span class=""country-name"">USA</span>"
0,ChIJGwXkKV37uocRf1Ja6iGABMM,(316) 636-1188,http://www.therapycenterwichita.com/,,Therapy Center: Vincent James PHD,"<span class=""street-address"">7807 E Funston St</span>, <span class=""locality"">Wichita</span>, <span class=""region"">KS</span> <span class=""postal-code"">67207-3123</span>, <span class=""country-name"">USA</span>"
0,ChIJc2VlF9zY3IARPuUZY9tT1tE,(866) 727-8274,http://autismtherapies.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Autism Spectrum Therapies,"<span class=""street-address"">1526 Brookhollow Dr Suite 71</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92705-5421</span>, <span class=""country-name"">USA</span>"
0,ChIJ2_L8Sq3Y3IARay9sWL8sn4A,(657) 245-0220,http://www.centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center for Autism & Related Disorders,"<span class=""street-address"">3710 S Susan St Suite 150</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92704</span>, <span class=""country-name"">USA</span>"
0,ChIJlcFMQHnX3IAR0Hhxr8DuIKQ,(949) 267-0400,http://www.thecenter4autism.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center for Autism & Neurodevelopmental Disorders,"<span class=""street-address"">2500 Red Hill Ave #100</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92705</span>, <span class=""country-name"">USA</span>"
0,ChIJp2XioobZ3IAR_m7g2PSbPC0,(855) 581-0100,http://www.autismbehaviorservices.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 7:00 PM', 'Sunday: Closed']}",Autism Behavior Services Inc.,"<span class=""street-address"">2080 N Tustin Ave</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92705-7875</span>, <span class=""country-name"">USA</span>"
0,ChIJvZasfyDY3IARMOQGcVB96rk,(714) 750-0575,https://www.centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 7:00 PM', 'Tuesday: 7:00 AM – 7:00 PM', 'Wednesday: 7:00 AM – 7:00 PM', 'Thursday: 7:00 AM – 7:00 PM', 'Friday: 7:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center for Autism and Related Disorders,"<span class=""street-address"">12399 Lewis St Suite 202</span>, <span class=""locality"">Garden Grove</span>, <span class=""region"">CA</span> <span class=""postal-code"">92840</span>, <span class=""country-name"">USA</span>"
0,ChIJISjJYMje3IARVFYrT39zXnA,(714) 834-1111,http://www.easterseals.com/southerncal/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 4:30 PM', 'Tuesday: 9:00 AM – 4:30 PM', 'Wednesday: 9:00 AM – 4:30 PM', 'Thursday: 9:00 AM – 4:30 PM', 'Friday: 9:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Easterseals Autism Therapy and Disability Services Center,"<span class=""street-address"">1063 McGaw Ave</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92614</span>, <span class=""country-name"">USA</span>"
0,ChIJBZNeQK7e3IARTH1WsNK53cQ,(949) 267-0400,http://www.thecenter4autism.org/,,Center For Autism,"<span class=""street-address"">2500 Red Hill Ave</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92705</span>, <span class=""country-name"">USA</span>"
0,ChIJD0Q34XDZ3IARxZIH8YHvS4I,(714) 835-5587,http://www.childrenslearningconnection.com/,,Childrens Learning Connection,"<span class=""street-address"">3111 N Tustin St #100</span>, <span class=""locality"">Orange</span>, <span class=""region"">CA</span> <span class=""postal-code"">92865</span>, <span class=""country-name"">USA</span>"
0,ChIJmZtlcavZ3IARzAqioNNWXkM,(714) 796-5100,http://www.rcocdd.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Regional Center of Orange County,"<span class=""street-address"">1525 N Tustin Ave</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92705-8621</span>, <span class=""country-name"">USA</span>"
0,ChIJAyW51lrZ3IARIF1b3uW2BVM,(714) 834-1111,http://southerncal.easterseals.com/,,Easter Seals,"<span class=""street-address"">1570 17th St</span>, <span class=""locality"">Santa Ana</span>, <span class=""region"">CA</span> <span class=""postal-code"">92705-8502</span>, <span class=""country-name"">USA</span>"
0,ChIJKaCIaZ_e3IAR_zdarb9WQjc,(949) 833-2237,http://www.acesaba.com/,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 8:00 PM', 'Tuesday: 7:00 AM – 8:00 PM', 'Wednesday: 7:00 AM – 8:00 PM', 'Thursday: 7:00 AM – 8:00 PM', 'Friday: 7:00 AM – 8:00 PM', 'Saturday: 7:00 AM – 8:00 PM', 'Sunday: 7:00 AM – 8:00 PM']}","ACES - Orange County, CA","<span class=""street-address"">16782 Von Karman Ave #11</span>, <span class=""locality"">Irvine</span>, <span class=""region"">CA</span> <span class=""postal-code"">92606</span>, <span class=""country-name"">USA</span>"
0,ChIJZx9T9YDxNIgRWmhR8Mavtfc,(412) 692-5589,http://www.chp.edu/CHP/autism,,Autism Center,"<span class=""street-address"">3420 Fifth Ave</span>, <span class=""locality"">Pittsburgh</span>, <span class=""region"">PA</span> <span class=""postal-code"">15213-3205</span>, <span class=""country-name"">USA</span>"
0,ChIJPytYf_ftNIgRsNTgZ1f_77E,(412) 363-8388,http://autismsignsinchildren.com/,,Nathan Speech Services,"<span class=""street-address"">5604 Solway St</span>, <span class=""locality"">Pittsburgh</span>, <span class=""region"">PA</span> <span class=""postal-code"">15217</span>, <span class=""country-name"">USA</span>"
0,ChIJTxFFqWTtNIgRaTMe-9nuiBs,(412) 342-2300,http://www.wfspa.org/,,Wesley Family Services - Wilkinsburg,"<span class=""street-address"">221 Penn Ave</span>, <span class=""locality"">Pittsburgh</span>, <span class=""region"">PA</span> <span class=""postal-code"">15221</span>, <span class=""country-name"">USA</span>"
0,ChIJ6yiiD8PyNIgRER8pfnV1Jho,(412) 781-4116,http://www.autismofpa.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Autism Connection of PA,"<span class=""street-address"">35 Wilson St</span>, <span class=""locality"">Pittsburgh</span>, <span class=""region"">PA</span> <span class=""postal-code"">15223-1719</span>, <span class=""country-name"">USA</span>"
0,ChIJZfSg4DBiToYRFF42ZOiepx4,(855) 782-7822,https://www.behavioral-innovations.com/arlington/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Behavioral Innovations,"<span class=""street-address"">1012 Commercial Blvd N</span>, <span class=""locality"">Arlington</span>, <span class=""region"">TX</span> <span class=""postal-code"">76001</span>, <span class=""country-name"">USA</span>"
0,ChIJ_-ZZi3TK5BQRyUaO30eQhpk,(817) 277-8870,http://www.abaacademy.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",ABA Academy,"<span class=""street-address"">3605 W Pioneer Pkwy suite c</span>, <span class=""locality"">Pantego</span>, <span class=""region"">TX</span> <span class=""postal-code"">76013</span>, <span class=""country-name"">USA</span>"
0,ChIJH1c90-Z8ToYRodDPszhjl-0,(817) 265-2344,http://lonestarsolutions.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Lonestar Solutions,"<span class=""street-address"">1112 E Copeland Rd</span>, <span class=""locality"">Arlington</span>, <span class=""region"">TX</span> <span class=""postal-code"">76011-4904</span>, <span class=""country-name"">USA</span>"
0,ChIJI7od0GJ7ToYRyq-za1yBNeE,(817) 457-3088,https://www.shinebehavioral.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Shine Behavioral LLC,"1205 B W Green Oaks Blvd, <span class=""locality"">Arlington</span>, <span class=""region"">TX</span> <span class=""postal-code"">76013</span>, <span class=""country-name"">USA</span>"
0,ChIJef_4_rtiToYReh6ECeS1Anc,(682) 308-0832,http://epcautism.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30 AM – 5:30 PM', 'Tuesday: 7:30 AM – 5:30 PM', 'Wednesday: 7:30 AM – 5:30 PM', 'Thursday: 7:30 AM – 5:30 PM', 'Friday: 7:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Edward Pierce Center for Autism Inc,"Suite 1184, <span class=""street-address"">1184 W Pioneer Pkwy</span>, <span class=""locality"">Arlington</span>, <span class=""region"">TX</span> <span class=""postal-code"">76013</span>, <span class=""country-name"">USA</span>"
0,ChIJCRcgFNFvToYRChdClvi-cE0,(817) 566-1100,http://www.atcoftexas.org/,,Autism Treatment Center,"<span class=""street-address"">1100 Circle Dr</span>, <span class=""locality"">Fort Worth</span>, <span class=""region"">TX</span> <span class=""postal-code"">76119-8111</span>, <span class=""country-name"">USA</span>"
0,ChIJKWp-bR6tQYgRnJMc5vaLMXQ,(513) 861-0300,http://appliedbehavioralservices.com/,,Autism & Applied Behavioral,"<span class=""street-address"">850 Madison Rd</span>, <span class=""locality"">Cincinnati</span>, <span class=""region"">OH</span> <span class=""postal-code"">45227</span>, <span class=""country-name"">USA</span>"
